Time,dt,Error,Omega,V,Dummy,P,I,D
6.401280292,0.050926817,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.460182692,0.0589024,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.508180795,0.047998103,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.552292896,0.044112101,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.600359403,0.048066507,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.655187214,0.054827811,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.699884618,0.044697404,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.758549679,0.058665061,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.802424311,0.043874632,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.851077274,0.048652963,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.905281248,0.054203974,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.952004188,0.04672294,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.005089651,0.053085463,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.051821427,0.046731776,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.103130864,0.051309437,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.156910071,0.053779207,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.203601347,0.046691276,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.251241449,0.047640102,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.30357962,0.052338171,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.349945839,0.046366219,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.402738281,0.052792442,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.450021928,0.047283647,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.50288498,0.052863052,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.554478994,0.051594014,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.607482396,0.053003402,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.6539217,0.046439304,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.700650691,0.046728991,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.751252454,0.050601763,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.80382873,0.052576276,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.850302578,0.046473848,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.901076812,0.050774234,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.949855022,0.04877821,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.000061837,0.050206815,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.050461548,0.050399711,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.100939072,0.050477524,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.156307874,0.055368802,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.229695588,0.073387714,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.251840705,0.022145117,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.312211828,0.060371123,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.349917199,0.037705371,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.402444637,0.052527438,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.452655909,0.050211272,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.503787791,0.051131882,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.550296135,0.046508344,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.599804994,0.049508859,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.652816372,0.053011378,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.705534543,0.052718171,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.752993512,0.047458969,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.806105792,0.05311228,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.851125608,0.045019816,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.902922341,0.051796733,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.952186467,0.049264126,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.999971648,0.047785181,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.054520259,0.054548611,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.111191276,0.056671017,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.155272803,0.044081527,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.213125393,0.05785259,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.260653433,0.04752804,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.300226984,0.039573551,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.355085432,0.054858448,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.410953879,0.055868447,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.457905218,0.046951339,0.0,0.0,0.5,0.0,0.0,0.0,0.0
