Time,dt,Error,Omega,V,Dummy,P,I,D
5.238839125,0.029826292,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.287992237,0.049153112,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.339322948,0.051330711,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.387385459,0.048062511,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.437404586,0.050019127,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.495814349,0.058409763,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.537971495,0.042157146,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.587877472,0.049905977,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.638299119,0.050421647,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.687342827,0.049043708,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.743521861,0.056179034,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.790547086,0.047025225,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.837166154,0.046619068,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.88761588,0.050449726,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.937456633,0.049840753,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.991248244,0.053791611,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.037217677,0.045969433,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.087183624,0.049965947,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.144053448,0.056869824,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.189068035,0.045014587,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.238046527,0.048978492,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.287451617,0.04940509,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.338233397,0.05078178,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.3873309,0.049097503,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.438976699,0.051645799,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.487344904,0.048368205,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.541475054,0.05413015,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.59074447,0.049269416,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.63847127,0.0477268,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.695715696,0.057244426,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.737462084,0.041746388,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.787987799,0.050525715,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.844083579,0.05609578,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.887895764,0.043812185,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.940379775,0.052484011,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.989314659,0.048934884,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.039265079,0.04995042,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.089406821,0.050141742,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.142275523,0.052868702,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.188435864,0.046160341,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.241503055,0.053067191,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.289744594,0.048241539,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.337359569,0.047614975,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.387855707,0.050496138,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.437741654,0.049885947,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.518869747,0.081128093,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.540102994,0.021233247,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.589288918,0.049185924,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.642999617,0.053710699,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.7037955,0.060795883,0.0,0.0,0.5,0.0,0.0,0.0,0.0
