Time,dt,Error,Omega,V,Dummy,P,I,D
5.949297136,0.044852904,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5.999402277,0.050105141,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.05002721,0.050624933,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.098968332,0.048941122,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.163656704,0.064688372,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.203129824,0.03947312,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.257188761,0.054058937,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.301249262,0.044060501,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.34867569,0.047426428,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.401013007,0.052337317,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.449980338,0.048967331,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.501369721,0.051389383,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.548469292,0.047099571,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.59831876,0.049849468,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.652171025,0.053852265,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.700628076,0.048457051,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.754326338,0.053698262,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.798106463,0.043780125,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.851869594,0.053763131,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.899334583,0.047464989,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.952812235,0.053477652,0.0,0.0,0.5,0.0,0.0,0.0,0.0
6.999888562,0.047076327,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.049767376,0.049878814,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.098727963,0.048960587,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.148609292,0.049881329,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.202445871,0.053836579,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.249971623,0.047525752,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.298710676,0.048739053,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.350482792,0.051772116,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.400029535,0.049546743,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.451424276,0.051394741,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.510837207,0.059412931,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.548595025,0.037757818,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.599659027,0.051064002,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.650657937,0.05099891,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.699855006,0.049197069,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.750389266,0.05053426,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.798945324,0.048556058,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.855623897,0.056678573,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.901525935,0.045902038,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.955795176,0.054269241,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.001014231,0.045219055,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.050573937,0.049559706,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.098451245,0.047877308,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.149663731,0.051212486,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.198605075,0.048941344,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.248111676,0.049506601,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.300062535,0.051950859,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.348493734,0.048431199,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.398611668,0.050117934,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.44986341,0.051251742,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.498882283,0.049018873,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.549189162,0.050306879,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.599767929,0.050578767,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.65005276,0.050284831,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.705193907,0.055141147,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.7545761,0.049382193,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.798486574,0.043910474,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.850848625,0.052362051,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.900947242,0.050098617,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.948705621,0.047758379,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.001271733,0.052566112,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.04896255,0.047690817,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.098049819,0.049087269,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.150674687,0.052624868,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.20682289,0.056148203,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.249905572,0.043082682,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.306547735,0.056642163,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.351466686,0.044918951,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.403431909,0.051965223,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.448605748,0.045173839,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.499170592,0.050564844,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.549615891,0.050445299,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.601457403,0.051841512,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.650402787,0.048945384,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.70498186,0.054579073,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.754964765,0.049982905,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.801262734,0.046297969,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.852294839,0.051032105,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.900085532,0.047790693,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.949511843,0.049426311,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.999543347,0.050031504,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.049075557,0.04953221,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.099802211,0.050726654,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.148971307,0.049169096,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.199167032,0.050195725,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.254546591,0.055379559,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.298793683,0.044247092,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.351924294,0.053130611,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.400218178,0.048293884,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.448171239,0.047953061,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.49795821,0.049786971,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.5522109,0.05425269,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.601980974,0.049770074,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.650945021,0.048964047,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.70247581,0.051530789,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.748743733,0.046267923,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.800576283,0.05183255,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.848584585,0.048008302,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.898288675,0.04970409,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.977062323,0.078773648,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.998755929,0.021693606,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.048470578,0.049714649,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.098615672,0.050145094,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.149209285,0.050593613,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.198987783,0.049778498,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.248473765,0.049485982,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.310913072,0.062439307,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.34853792,0.037624848,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.398312501,0.049774581,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.45163275,0.053320249,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.504636932,0.053004182,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.549405764,0.044768832,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.598769716,0.049363952,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.648945929,0.050176213,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.698836723,0.049890794,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.751430312,0.052593589,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.799646321,0.048216009,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.848902494,0.049256173,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.898619135,0.049716641,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.948924727,0.050305592,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.998676262,0.049751535,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.048189793,0.049513531,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.098458396,0.050268603,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.149855099,0.051396703,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.200979583,0.051124484,0.0,0.0,0.5,0.0,0.0,0.0,0.0
