Time,dt,Error,Omega,V,Dummy,P,I,D
7.404653413,0.053498285,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.455221258,0.050567845,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.500135599,0.044914341,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.55171077,0.051575171,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.599212708,0.047501938,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.650797604,0.051584896,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.70035777,0.049560166,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.751383541,0.051025771,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.802532732,0.051149191,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.854725849,0.052193117,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.903927354,0.049201505,0.0,0.0,0.5,0.0,0.0,0.0,0.0
7.949886261,0.045958907,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.009884699,0.059998438,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.050834466,0.040949767,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.100047885,0.049213419,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.151354231,0.051306346,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.200707922,0.049353691,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.252240383,0.051532461,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.30738292,0.055142537,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.349345984,0.041963064,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.412253121,0.062907137,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.450501687,0.038248566,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.503204971,0.052703284,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.552280523,0.049075552,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.599211179,0.046930656,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.678197197,0.078986018,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.703963827,0.02576663,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.753309086,0.049345259,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.803003969,0.049694883,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.851707239,0.04870327,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.899017097,0.047309858,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.953430996,0.054413899,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.003634592,0.050203596,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.049766312,0.04613172,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.099949927,0.050183615,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.17234277,0.072392843,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.241964072,0.069621302,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.252147755,0.010183683,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.299305176,0.047157421,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.352634867,0.053329691,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.443185613,0.090550746,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.450345006,0.007159393,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.499814155,0.049469149,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.553928665,0.05411451,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.6019801,0.048051435,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.654904862,0.052924762,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.6991778,0.044272938,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.749176349,0.049998549,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.801088476,0.051912127,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.850374433,0.049285957,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.898961235,0.048586802,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.949249597,0.050288362,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.001041271,0.051791674,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.052510247,0.051468976,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.100127329,0.047617082,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.150649111,0.050521782,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.199397156,0.048748045,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.249363481,0.049966325,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.300165596,0.050802115,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.349218544,0.049052948,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.398904175,0.049685631,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.449147377,0.050243202,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.500020134,0.050872757,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.561060954,0.06104082,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.599307652,0.038246698,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.649937958,0.050630306,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.701355797,0.051417839,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.749706129,0.048350332,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.80209424,0.052388111,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.86378342,0.06168918,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.899864063,0.036080643,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.951350841,0.051486778,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.999345037,0.047994196,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.059436757,0.06009172,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.101222048,0.041785291,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.148984448,0.0477624,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.200064749,0.051080301,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.254413221,0.054348472,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.299943924,0.045530703,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.350209416,0.050265492,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.400066697,0.049857281,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.456018293,0.055951596,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.499296336,0.043278043,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.551565017,0.052268681,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.601357304,0.049792287,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.651154932,0.049797628,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.701361081,0.050206149,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.74942367,0.048062589,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.802838972,0.053415302,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.849504242,0.04666527,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.900293042,0.0507888,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.949003374,0.048710332,0.0,0.0,0.5,0.0,0.0,0.0,0.0
11.999774369,0.050770995,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.05187636,0.052101991,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.10083957,0.04896321,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.149781146,0.048941576,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.199292689,0.049511543,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.249771858,0.050479169,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.300259432,0.050487574,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.35691022,0.056650788,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.408015978,0.051105758,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.451482988,0.04346701,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.502729669,0.051246681,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.555985983,0.053256314,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.606124212,0.050138229,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.656920093,0.050795881,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.700900719,0.043980626,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.751299312,0.050398593,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.799185853,0.047886541,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.849934579,0.050748726,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.901999572,0.052064993,0.0,0.0,0.5,0.0,0.0,0.0,0.0
12.95349035,0.051490778,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.002671926,0.049181576,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.050412894,0.047740968,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.099295277,0.048882383,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.153450333,0.054155056,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.201946189,0.048495856,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.249344589,0.0473984,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.299533991,0.050189402,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.349982893,0.050448902,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.399190952,0.049208059,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.451312389,0.052121437,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.501272008,0.049959619,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.552023451,0.050751443,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.60060793,0.048584479,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.653945149,0.053337219,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.709177306,0.055232157,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.751780127,0.042602821,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.802095629,0.050315502,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.853481502,0.051385873,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.9068436,0.053362098,0.0,0.0,0.5,0.0,0.0,0.0,0.0
13.951083774,0.044240174,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.001400888,0.050317114,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.050814215,0.049413327,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.102899064,0.052084849,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.155988353,0.053089289,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.200642279,0.044653926,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.25271319,0.052070911,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.307751829,0.055038639,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.352711941,0.044960112,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.399088792,0.046376851,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.460305735,0.061216943,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.501739666,0.041433931,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.55910745,0.057367784,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.606287242,0.047179792,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.650940091,0.044652849,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.702424439,0.051484348,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.751583079,0.04915864,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.803440677,0.051857598,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.850519525,0.047078848,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.901353765,0.05083424,0.0,0.0,0.5,0.0,0.0,0.0,0.0
14.951408327,0.050054562,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.001358228,0.049949901,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.055139255,0.053781027,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.099833798,0.044694543,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.15439343,0.054559632,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.202053727,0.047660297,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.253176278,0.051122551,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.310509527,0.057333249,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.353504543,0.042995016,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.399836759,0.046332216,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.451168539,0.05133178,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.504638581,0.053470042,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.552266133,0.047627552,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.603563109,0.051296976,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.64997423,0.046411121,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.7006317,0.05065747,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.753589046,0.052957346,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.800835768,0.047246722,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.852336874,0.051501106,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.89910888,0.046772006,0.0,0.0,0.5,0.0,0.0,0.0,0.0
15.952333273,0.053224393,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.000709435,0.048376162,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.050247685,0.04953825,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.099297672,0.049049987,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.151602716,0.052305044,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.201325356,0.04972264,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.25470891,0.053383554,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.300864386,0.046155476,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.34960449,0.048740104,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.402517176,0.052912686,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.449322018,0.046804842,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.500314042,0.050992024,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.551379784,0.051065742,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.621427128,0.070047344,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.649624551,0.028197423,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.699312407,0.049687856,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.749295938,0.049983531,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.799218507,0.049922569,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.852535932,0.053317425,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.901144307,0.048608375,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.955139066,0.053994759,0.0,0.0,0.5,0.0,0.0,0.0,0.0
16.999390186,0.04425112,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.050728031,0.051337845,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.099350465,0.048622434,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.154152627,0.054802162,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.200996062,0.046843435,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.249303051,0.048306989,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.302950852,0.053647801,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.351821974,0.048871122,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.399199263,0.047377289,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.449749493,0.05055023,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.50865527,0.058905777,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.5546851,0.04602983,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.600735224,0.046050124,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.649914403,0.049179179,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.713286138,0.063371735,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.757168844,0.043882706,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.799075895,0.041907051,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.854648001,0.055572106,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.900166948,0.045518947,0.0,0.0,0.5,0.0,0.0,0.0,0.0
17.953563719,0.053396771,0.0,0.0,0.5,0.0,0.0,0.0,0.0
18.001037277,0.047473558,0.0,0.0,0.5,0.0,0.0,0.0,0.0
18.059139202,0.058101925,0.0,0.0,0.5,0.0,0.0,0.0,0.0
18.106136582,0.04699738,0.0,0.0,0.5,0.0,0.0,0.0,0.0
