Time,dt,Error,Omega,V,Dummy,P,I,D
8.760432295,0.165260808,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.815226481,0.054794186,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.871531361,0.05630488,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.897785081,0.02625372,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.950415401,0.05263032,0.0,0.0,0.5,0.0,0.0,0.0,0.0
8.997274928,0.046859527,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.045354959,0.048080031,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.095495412,0.050140453,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.14806711,0.052571698,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.197061576,0.048994466,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.245161977,0.048100401,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.298820691,0.053658714,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.345298846,0.046478155,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.395728466,0.05042962,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.450296821,0.054568355,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.497444708,0.047147887,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.545993898,0.04854919,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.595335088,0.04934119,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.653016232,0.057681144,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.696175359,0.043159127,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.745335113,0.049159754,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.798711429,0.053376316,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.852914925,0.054203496,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.896088322,0.043173397,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.955250212,0.05916189,0.0,0.0,0.5,0.0,0.0,0.0,0.0
9.995396948,0.040146736,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.046543623,0.051146675,0.0,0.0,0.5,0.0,0.0,0.0,0.0
10.100238163,0.05369454,0.0,0.0,0.5,0.0,0.0,0.0,0.0
